reference,amount,type,date,year
6185,3233.0,Salary,2001-06-04,2001
9126,-2999.0,Food,2001-06-05,2001
8625,5144.0,Salary,2001-06-05,2001
8500,5286.0,Salary,2001-06-08,2001
6894,-2251.0,Food,2001-06-08,2001
3709,-5168.0,Subscriptions,2001-06-08,2001
5464,8720.0,Other,2001-06-08,2001
2775,3618.0,Tips,2001-06-09,2001
726,4971.0,Tips,2001-06-10,2001
6846,-993.0,Food,2001-06-11,2001
1605,8896.0,Tips,2001-06-11,2001
5980,-7048.0,Health Insurance,2001-06-12,2001
4649,-7609.0,Subscriptions,2001-06-13,2001
2742,-621.0,Health Insurance,2001-06-16,2001
5780,-8024.0,Food,2001-06-16,2001
8030,-2053.0,Groceries,2001-06-17,2001
2687,-2294.0,Subscriptions,2001-06-18,2001
4984,3175.0,Tips,2001-06-21,2001
5720,-4377.0,Investments,2001-06-21,2001
9005,-4290.0,Leisure,2001-06-23,2001
3233,-7613.0,Leisure,2001-06-23,2001
469,-5359.0,Groceries,2001-06-23,2001
6161,157.0,Other,2001-06-24,2001
7511,4078.0,Other,2001-06-24,2001
7502,-802.0,Health Insurance,2001-06-25,2001
644,-9797.0,Health Insurance,2001-06-26,2001
8889,5016.0,Other,2001-06-27,2001
6155,6946.0,Salary,2001-06-27,2001
1950,9199.0,Tips,2001-06-29,2001
1181,1470.0,Tips,2001-07-01,2001
7146,4770.0,Salary,2001-07-04,2001
3798,4151.0,Tips,2001-07-05,2001
3751,-8872.0,Food,2001-07-08,2001
1776,1749.0,Tips,2001-07-08,2001
8770,2830.0,Salary,2001-07-10,2001
1349,-9626.0,Leisure,2001-07-11,2001
1704,-8468.0,Health Insurance,2001-07-12,2001
4322,9890.0,Salary,2001-07-12,2001
7720,-3255.0,Subscriptions,2001-07-12,2001
2826,-3486.0,Groceries,2001-07-12,2001
9569,-3119.0,Investments,2001-07-13,2001
7191,6923.0,Salary,2001-07-16,2001
8575,-6616.0,Leisure,2001-07-16,2001
4393,4464.0,Tips,2001-07-17,2001
7202,8453.0,Salary,2001-07-19,2001
8632,-1659.0,Food,2001-07-19,2001
4843,-4950.0,Subscriptions,2001-07-20,2001
7619,-6360.0,Investments,2001-07-21,2001
3353,-2593.0,Investments,2001-07-21,2001
8303,-4686.0,Food,2001-07-22,2001
912,-6849.0,Investments,2001-07-22,2001
2697,3266.0,Tips,2001-07-23,2001
2521,-3034.0,Investments,2001-07-23,2001
5613,4649.0,Salary,2001-07-23,2001
3911,-7957.0,Food,2001-07-23,2001
3526,3045.0,Tips,2001-07-23,2001
2760,2148.0,Salary,2001-07-25,2001
5039,3920.0,Tips,2001-07-27,2001
2758,-2564.0,Subscriptions,2001-07-28,2001
3280,8959.0,Tips,2001-07-28,2001
4212,-8245.0,Health Insurance,2001-07-31,2001
3912,-2046.0,Health Insurance,2001-08-01,2001
2609,2763.0,Salary,2001-08-01,2001
4069,1394.0,Tips,2001-08-02,2001
4688,-7061.0,Subscriptions,2001-08-07,2001
6197,6761.0,Other,2001-08-07,2001
9902,-1014.0,Subscriptions,2001-08-07,2001
1745,-5289.0,Leisure,2001-08-08,2001
6385,6223.0,Tips,2001-08-09,2001
2665,-1396.0,Investments,2001-08-10,2001
9556,-550.0,Leisure,2001-08-11,2001
9988,-7658.0,Health Insurance,2001-08-11,2001
8601,-4936.0,Investments,2001-08-12,2001
280,-3675.0,Leisure,2001-08-12,2001
3460,-1515.0,Food,2001-08-13,2001
9328,6586.0,Tips,2001-08-14,2001
8727,-879.0,Food,2001-08-16,2001
902,8553.0,Other,2001-08-16,2001
4728,-6660.0,Leisure,2001-08-16,2001
9436,4733.0,Tips,2001-08-17,2001
2149,6374.0,Salary,2001-08-18,2001
5768,-8253.0,Health Insurance,2001-08-19,2001
6526,-2211.0,Health Insurance,2001-08-19,2001
8937,-2965.0,Groceries,2001-08-20,2001
5470,-3301.0,Health Insurance,2001-08-21,2001
7941,19.0,Salary,2001-08-22,2001
235,1477.0,Other,2001-08-22,2001
5800,-3477.0,Groceries,2001-08-23,2001
9500,-9642.0,Health Insurance,2001-08-23,2001
7319,-9077.0,Health Insurance,2001-08-23,2001
3674,-3162.0,Health Insurance,2001-08-24,2001
7420,-2163.0,Food,2001-08-24,2001
9964,-9649.0,Investments,2001-08-25,2001
1780,-1218.0,Food,2001-08-25,2001
4954,4477.0,Other,2001-08-28,2001
6897,7055.0,Other,2001-08-28,2001
1563,1630.0,Tips,2001-08-29,2001
8720,-9354.0,Investments,2001-08-30,2001
7615,4794.0,Other,2001-08-30,2001
3331,-5411.0,Groceries,2001-08-30,2001
4396,-1528.0,Health Insurance,2001-08-31,2001
3640,-6261.0,Groceries,2001-09-02,2001
4851,7649.0,Tips,2001-09-02,2001
1947,4017.0,Salary,2001-09-02,2001
7033,-5794.0,Leisure,2001-09-03,2001
9236,-218.0,Subscriptions,2001-09-03,2001
4240,4927.0,Salary,2001-09-04,2001
4672,6546.0,Other,2001-09-05,2001
4620,6624.0,Salary,2001-09-05,2001
4429,4316.0,Other,2001-09-05,2001
4044,1607.0,Tips,2001-09-06,2001
9386,4079.0,Tips,2001-09-10,2001
3968,-2132.0,Investments,2001-09-11,2001
7364,-8913.0,Leisure,2001-09-12,2001
8832,-7193.0,Food,2001-09-15,2001
1297,-1838.0,Food,2001-09-15,2001
2175,-8666.0,Subscriptions,2001-09-15,2001
2695,-9422.0,Food,2001-09-17,2001
8324,419.0,Salary,2001-09-17,2001
6725,-5911.0,Food,2001-09-18,2001
7135,-1306.0,Food,2001-09-18,2001
8649,-1622.0,Leisure,2001-09-19,2001
5653,-4080.0,Subscriptions,2001-09-19,2001
6755,2642.0,Other,2001-09-21,2001
4876,-8388.0,Food,2001-09-22,2001
724,-2893.0,Groceries,2001-09-24,2001
5369,-8196.0,Groceries,2001-09-25,2001
1356,4992.0,Tips,2001-09-27,2001
774,372.0,Other,2001-09-29,2001
3866,3655.0,Salary,2001-10-01,2001
1076,3956.0,Salary,2001-10-05,2001
9865,5022.0,Other,2001-10-05,2001
3830,-2829.0,Leisure,2001-10-05,2001
5359,7555.0,Other,2001-10-05,2001
1271,7767.0,Tips,2001-10-06,2001
4075,8699.0,Tips,2001-10-06,2001
6544,523.0,Tips,2001-10-06,2001
6435,6699.0,Tips,2001-10-06,2001
1396,1297.0,Tips,2001-10-08,2001
7703,7712.0,Other,2001-10-09,2001
3530,-1265.0,Subscriptions,2001-10-09,2001
1586,9612.0,Other,2001-10-11,2001
1059,5605.0,Tips,2001-10-11,2001
8404,-2185.0,Leisure,2001-10-12,2001
641,87.0,Other,2001-10-12,2001
4969,-4791.0,Subscriptions,2001-10-14,2001
9187,-195.0,Leisure,2001-10-15,2001
4354,3541.0,Tips,2001-10-16,2001
1030,4170.0,Tips,2001-10-17,2001
7165,-1405.0,Leisure,2001-10-17,2001
6519,-1962.0,Leisure,2001-10-17,2001
2830,98.0,Salary,2001-10-19,2001
7417,-898.0,Food,2001-10-20,2001
7774,8729.0,Tips,2001-10-20,2001
6444,-4739.0,Leisure,2001-10-20,2001
6829,854.0,Other,2001-10-22,2001
6568,-9471.0,Health Insurance,2001-10-23,2001
6662,-7146.0,Groceries,2001-10-23,2001
3017,7220.0,Salary,2001-10-26,2001
5143,-4491.0,Investments,2001-10-26,2001
9444,-5032.0,Groceries,2001-10-27,2001
5736,-1060.0,Health Insurance,2001-10-29,2001
8891,-1666.0,Subscriptions,2001-10-30,2001
4290,1033.0,Salary,2001-11-01,2001
2035,869.0,Salary,2001-11-04,2001
5214,8330.0,Tips,2001-11-07,2001
5898,-2841.0,Subscriptions,2001-11-07,2001
9867,-9590.0,Food,2001-11-08,2001
1140,9765.0,Other,2001-11-09,2001
8225,-8376.0,Leisure,2001-11-09,2001
2929,2614.0,Other,2001-11-11,2001
9564,6711.0,Salary,2001-11-12,2001
8629,-1818.0,Leisure,2001-11-13,2001
600,1312.0,Salary,2001-11-14,2001
1974,3000.0,Other,2001-11-14,2001
2794,-2004.0,Health Insurance,2001-11-14,2001
1133,-6338.0,Groceries,2001-11-16,2001
5617,-6716.0,Leisure,2001-11-17,2001
6421,2003.0,Salary,2001-11-17,2001
4596,6768.0,Salary,2001-11-17,2001
9713,-5844.0,Food,2001-11-17,2001
741,3425.0,Other,2001-11-17,2001
571,2181.0,Other,2001-11-18,2001
1240,-4999.0,Leisure,2001-11-18,2001
5295,-9067.0,Health Insurance,2001-11-18,2001
6026,6129.0,Salary,2001-11-18,2001
5975,8846.0,Other,2001-11-20,2001
6001,5051.0,Salary,2001-11-21,2001
1454,3262.0,Other,2001-11-22,2001
8061,2364.0,Salary,2001-11-24,2001
5737,-3540.0,Health Insurance,2001-11-24,2001
1689,-7694.0,Health Insurance,2001-11-26,2001
5301,2177.0,Tips,2001-11-26,2001
7027,-9452.0,Leisure,2001-11-29,2001
8562,1950.0,Other,2001-11-30,2001
972,-1338.0,Health Insurance,2001-12-01,2001
331,1751.0,Salary,2001-12-02,2001
4434,-3535.0,Leisure,2001-12-03,2001
5325,4075.0,Other,2001-12-03,2001
2403,-2669.0,Food,2001-12-03,2001
8787,-9186.0,Food,2001-12-04,2001
7898,1152.0,Other,2001-12-06,2001
699,-561.0,Food,2001-12-07,2001
7894,-9154.0,Investments,2001-12-08,2001
1941,5069.0,Tips,2001-12-10,2001
104,3882.0,Tips,2001-12-12,2001
6263,1291.0,Salary,2001-12-13,2001
8610,9804.0,Salary,2001-12-13,2001
1845,1262.0,Tips,2001-12-15,2001
9933,8265.0,Other,2001-12-16,2001
9931,-5656.0,Health Insurance,2001-12-16,2001
8986,6284.0,Tips,2001-12-17,2001
2646,2141.0,Tips,2001-12-17,2001
2677,-6721.0,Investments,2001-12-17,2001
2685,-2798.0,Investments,2001-12-17,2001
8213,-4342.0,Groceries,2001-12-18,2001
2612,-5700.0,Investments,2001-12-18,2001
2232,-8661.0,Subscriptions,2001-12-18,2001
6071,6457.0,Other,2001-12-22,2001
9669,-3160.0,Leisure,2001-12-25,2001
3638,7300.0,Salary,2001-12-25,2001
1187,527.0,Salary,2001-12-26,2001
1945,-7939.0,Food,2001-12-26,2001
9664,1328.0,Salary,2001-12-26,2001
7132,3676.0,Other,2001-12-26,2001
7388,875.0,Other,2001-12-28,2001
7661,-23.0,Leisure,2001-12-28,2001
6102,-2246.0,Investments,2001-12-29,2001
1739,-9076.0,Leisure,2001-12-29,2001
1936,-9304.0,Groceries,2001-12-30,2001
8113,9887.0,Salary,2001-12-30,2001
4370,-2863.0,Food,2001-12-30,2001
1766,1524.0,Tips,2001-12-31,2001
4885,-4441.0,Subscriptions,2002-01-02,2002
3124,9059.0,Salary,2002-01-02,2002
5700,8036.0,Salary,2002-01-02,2002
6898,-2496.0,Subscriptions,2002-01-02,2002
4220,-79.0,Investments,2002-01-04,2002
1779,-1087.0,Groceries,2002-01-04,2002
4218,-2343.0,Subscriptions,2002-01-05,2002
5267,6888.0,Salary,2002-01-06,2002
4437,-4182.0,Health Insurance,2002-01-07,2002
8335,9041.0,Tips,2002-01-07,2002
4267,2955.0,Tips,2002-01-07,2002
9055,8190.0,Other,2002-01-07,2002
9255,-1771.0,Food,2002-01-07,2002
9921,-8875.0,Food,2002-01-09,2002
2558,3123.0,Salary,2002-01-09,2002
1900,6923.0,Tips,2002-01-10,2002
7768,-9252.0,Leisure,2002-01-10,2002
1117,5876.0,Tips,2002-01-11,2002
7518,-7195.0,Health Insurance,2002-01-11,2002
5876,-4908.0,Groceries,2002-01-13,2002
1789,4885.0,Other,2002-01-14,2002
191,5486.0,Tips,2002-01-15,2002
772,-1885.0,Leisure,2002-01-16,2002
8332,9913.0,Salary,2002-01-17,2002
6696,2983.0,Other,2002-01-17,2002
30,-111.0,Leisure,2002-01-17,2002
9459,-395.0,Investments,2002-01-19,2002
7708,3739.0,Salary,2002-01-19,2002
4238,6483.0,Salary,2002-01-20,2002
4878,-4755.0,Groceries,2002-01-21,2002
9909,-9991.0,Groceries,2002-01-24,2002
5823,-9585.0,Investments,2002-01-24,2002
2312,-759.0,Food,2002-01-24,2002
8533,5504.0,Salary,2002-01-25,2002
5772,2967.0,Tips,2002-01-25,2002
5468,-1170.0,Groceries,2002-01-25,2002
135,-3912.0,Subscriptions,2002-01-27,2002
5577,-2996.0,Food,2002-01-28,2002
2582,3478.0,Other,2002-01-29,2002
4504,5891.0,Salary,2002-01-29,2002
7048,-6010.0,Investments,2002-02-01,2002
2154,8074.0,Tips,2002-02-02,2002
3571,-3996.0,Health Insurance,2002-02-04,2002
8901,-3754.0,Health Insurance,2002-02-04,2002
7701,-6028.0,Leisure,2002-02-04,2002
3925,-3521.0,Health Insurance,2002-02-05,2002
5440,-4991.0,Groceries,2002-02-06,2002
4845,-4217.0,Groceries,2002-02-07,2002
6043,-2890.0,Leisure,2002-02-08,2002
1422,-1897.0,Investments,2002-02-09,2002
5848,-2891.0,Groceries,2002-02-09,2002
4687,8804.0,Salary,2002-02-10,2002
7458,4585.0,Other,2002-02-10,2002
3901,-7895.0,Investments,2002-02-10,2002
6157,2310.0,Salary,2002-02-11,2002
2024,-8922.0,Subscriptions,2002-02-11,2002
5108,-6562.0,Subscriptions,2002-02-13,2002
5403,9912.0,Salary,2002-02-15,2002
9035,-2199.0,Leisure,2002-02-15,2002
9064,-8512.0,Investments,2002-02-15,2002
6129,9707.0,Other,2002-02-18,2002
6852,6055.0,Salary,2002-02-19,2002
5667,-6644.0,Groceries,2002-02-20,2002
1963,6022.0,Tips,2002-02-20,2002
3193,3053.0,Salary,2002-02-21,2002
4243,147.0,Tips,2002-02-22,2002
544,-1809.0,Groceries,2002-02-24,2002
5942,-2844.0,Subscriptions,2002-02-25,2002
5574,4094.0,Other,2002-02-25,2002
3936,-1330.0,Investments,2002-02-25,2002
9341,-1773.0,Food,2002-02-28,2002
2305,6872.0,Tips,2002-03-02,2002
651,-1141.0,Subscriptions,2002-03-03,2002
4330,1324.0,Tips,2002-03-03,2002
8387,8567.0,Other,2002-03-05,2002
1107,594.0,Salary,2002-03-05,2002
3836,-8943.0,Groceries,2002-03-06,2002
6486,-1321.0,Health Insurance,2002-03-07,2002
3647,8185.0,Other,2002-03-09,2002
3070,-4217.0,Health Insurance,2002-03-09,2002
4057,-9374.0,Groceries,2002-03-10,2002
9215,667.0,Tips,2002-03-10,2002
2412,9835.0,Salary,2002-03-12,2002
9152,-5135.0,Investments,2002-03-12,2002
6360,7509.0,Other,2002-03-14,2002
2225,-6950.0,Health Insurance,2002-03-15,2002
4161,6556.0,Salary,2002-03-16,2002
896,-4139.0,Investments,2002-03-17,2002
4531,6507.0,Tips,2002-03-17,2002
4639,5368.0,Salary,2002-03-18,2002
4991,3183.0,Other,2002-03-19,2002
8200,7844.0,Salary,2002-03-21,2002
1658,-9220.0,Food,2002-03-22,2002
9230,1643.0,Other,2002-03-23,2002
605,-57.0,Health Insurance,2002-03-23,2002
6534,-430.0,Health Insurance,2002-03-24,2002
8786,-5674.0,Investments,2002-03-24,2002
9719,1733.0,Tips,2002-03-25,2002
2591,-7653.0,Groceries,2002-03-27,2002
2903,-6380.0,Health Insurance,2002-03-29,2002
9622,5349.0,Salary,2002-03-29,2002
3183,-3261.0,Subscriptions,2002-03-29,2002
5285,9118.0,Tips,2002-03-31,2002
5419,-6539.0,Food,2002-04-03,2002
7124,4401.0,Other,2002-04-04,2002
9503,6987.0,Salary,2002-04-04,2002
4553,8589.0,Other,2002-04-06,2002
1267,5839.0,Tips,2002-04-06,2002
9039,-2291.0,Groceries,2002-04-06,2002
9203,4161.0,Other,2002-04-08,2002
9431,-6055.0,Leisure,2002-04-08,2002
170,1907.0,Salary,2002-04-09,2002
9744,-1672.0,Groceries,2002-04-10,2002
6743,7644.0,Other,2002-04-12,2002
2908,-114.0,Leisure,2002-04-13,2002
4060,-9994.0,Leisure,2002-04-13,2002
4107,-6835.0,Food,2002-04-13,2002
7,-8798.0,Investments,2002-04-14,2002
3611,4868.0,Salary,2002-04-14,2002
3089,8146.0,Other,2002-04-15,2002
3013,1201.0,Other,2002-04-16,2002
1176,-7106.0,Groceries,2002-04-17,2002
4452,7695.0,Salary,2002-04-18,2002
4746,4328.0,Other,2002-04-19,2002
1463,-282.0,Health Insurance,2002-04-19,2002
5034,9967.0,Salary,2002-04-22,2002
51,8862.0,Other,2002-04-22,2002
1890,-6646.0,Investments,2002-04-22,2002
1864,-4361.0,Subscriptions,2002-04-22,2002
6700,-5926.0,Food,2002-04-23,2002
6148,-7861.0,Food,2002-04-23,2002
2487,-6609.0,Subscriptions,2002-04-24,2002
6577,-6486.0,Groceries,2002-04-25,2002
132,1480.0,Other,2002-04-25,2002
4562,-8381.0,Leisure,2002-04-29,2002
6066,5158.0,Other,2002-04-30,2002
553,-5666.0,Food,2002-04-30,2002
1721,3093.0,Tips,2002-05-01,2002
744,-9532.0,Groceries,2002-05-02,2002
4047,-9126.0,Investments,2002-05-02,2002
2442,-8935.0,Investments,2002-05-03,2002
5393,9917.0,Salary,2002-05-04,2002
8008,-6827.0,Investments,2002-05-05,2002
5178,-9091.0,Leisure,2002-05-05,2002
1409,6638.0,Other,2002-05-06,2002
6578,7294.0,Salary,2002-05-08,2002
3631,-7377.0,Groceries,2002-05-08,2002
4037,3533.0,Salary,2002-05-08,2002
8774,3431.0,Other,2002-05-08,2002
3834,-2105.0,Subscriptions,2002-05-13,2002
8362,-3178.0,Health Insurance,2002-05-14,2002
8358,5990.0,Other,2002-05-14,2002
2101,6821.0,Tips,2002-05-15,2002
8455,4575.0,Tips,2002-05-15,2002
4217,-1354.0,Health Insurance,2002-05-15,2002
3897,-6122.0,Health Insurance,2002-05-15,2002
5045,5873.0,Tips,2002-05-16,2002
6244,-6365.0,Investments,2002-05-17,2002
8192,3091.0,Salary,2002-05-17,2002
2288,-377.0,Groceries,2002-05-18,2002
9914,922.0,Other,2002-05-19,2002
4807,-8032.0,Health Insurance,2002-05-20,2002
9193,326.0,Tips,2002-05-20,2002
5955,1822.0,Other,2002-05-24,2002
4615,-3288.0,Subscriptions,2002-05-25,2002
4515,-1842.0,Investments,2002-05-26,2002
381,8041.0,Tips,2002-05-26,2002
546,-7688.0,Groceries,2002-05-27,2002
3678,4660.0,Other,2002-05-27,2002
923,-3159.0,Food,2002-05-28,2002
5644,-4570.0,Groceries,2002-05-29,2002
4744,1649.0,Tips,2002-05-29,2002
8674,391.0,Other,2002-05-30,2002
954,9143.0,Salary,2002-05-31,2002
4248,7032.0,Tips,2002-05-31,2002
2526,4440.0,Salary,2002-06-02,2002
2869,9942.0,Tips,2002-06-03,2002
3833,4297.0,Other,2002-06-05,2002
195,-2844.0,Investments,2002-06-05,2002
5269,-2489.0,Leisure,2002-06-05,2002
4189,-8323.0,Health Insurance,2002-06-06,2002
6187,1940.0,Salary,2002-06-07,2002
1572,-4996.0,Investments,2002-06-09,2002
8382,1687.0,Other,2002-06-10,2002
7918,-9822.0,Leisure,2002-06-11,2002
1225,1094.0,Tips,2002-06-11,2002
4612,-8340.0,Investments,2002-06-13,2002
8584,7074.0,Other,2002-06-14,2002
9999,8461.0,Tips,2002-06-17,2002
6920,-635.0,Food,2002-06-17,2002
6817,5043.0,Tips,2002-06-18,2002
6301,5435.0,Tips,2002-06-18,2002
6827,-525.0,Subscriptions,2002-06-21,2002
2199,-6244.0,Groceries,2002-06-22,2002
2148,9432.0,Tips,2002-06-22,2002
7501,-2930.0,Groceries,2002-06-24,2002
7199,-9538.0,Investments,2002-06-25,2002
5534,5651.0,Tips,2002-06-25,2002
3258,4634.0,Other,2002-06-26,2002
897,-3697.0,Health Insurance,2002-06-26,2002
1933,-9713.0,Subscriptions,2002-06-27,2002
7573,6361.0,Salary,2002-06-30,2002
5060,3508.0,Tips,2002-06-30,2002
926,4123.0,Tips,2002-07-02,2002
7054,-4713.0,Food,2002-07-04,2002
7345,-4321.0,Food,2002-07-05,2002
2493,-4258.0,Groceries,2002-07-06,2002
1043,-6258.0,Leisure,2002-07-06,2002
4591,6674.0,Other,2002-07-10,2002
823,-9779.0,Investments,2002-07-10,2002
2100,4887.0,Other,2002-07-12,2002
88,-4236.0,Investments,2002-07-14,2002
7190,1383.0,Other,2002-07-15,2002
9016,-6240.0,Groceries,2002-07-15,2002
7035,-6669.0,Groceries,2002-07-17,2002
4483,4282.0,Tips,2002-07-17,2002
6318,-1693.0,Subscriptions,2002-07-19,2002
3265,7918.0,Tips,2002-07-19,2002
5410,3189.0,Other,2002-07-19,2002
8026,-3640.0,Groceries,2002-07-21,2002
4486,8035.0,Other,2002-07-22,2002
8800,1523.0,Other,2002-07-22,2002
2440,9127.0,Salary,2002-07-24,2002
4216,-2877.0,Leisure,2002-07-25,2002
7321,-6336.0,Investments,2002-07-26,2002
7599,-6596.0,Leisure,2002-07-27,2002
3053,7691.0,Tips,2002-07-27,2002
278,-1343.0,Leisure,2002-07-27,2002
5867,9888.0,Tips,2002-07-27,2002
9159,-3823.0,Subscriptions,2002-07-28,2002
409,-3740.0,Health Insurance,2002-07-29,2002
3502,-6322.0,Subscriptions,2002-07-30,2002
5251,6579.0,Salary,2002-07-31,2002
7235,-5798.0,Health Insurance,2002-08-01,2002
1943,-565.0,Health Insurance,2002-08-01,2002
1415,1571.0,Other,2002-08-02,2002
6067,-7179.0,Health Insurance,2002-08-05,2002
6665,3357.0,Salary,2002-08-06,2002
4016,206.0,Tips,2002-08-07,2002
1123,-5483.0,Health Insurance,2002-08-07,2002
3078,-1386.0,Subscriptions,2002-08-07,2002
977,-1056.0,Subscriptions,2002-08-07,2002
633,-8427.0,Investments,2002-08-08,2002
1898,9471.0,Salary,2002-08-08,2002
3952,-1591.0,Health Insurance,2002-08-08,2002
4998,-1607.0,Health Insurance,2002-08-09,2002
1625,144.0,Other,2002-08-10,2002
7029,9711.0,Tips,2002-08-10,2002
3220,-3245.0,Groceries,2002-08-11,2002
370,6912.0,Tips,2002-08-11,2002
3374,-7099.0,Food,2002-08-12,2002
7947,2115.0,Tips,2002-08-12,2002
7225,-868.0,Health Insurance,2002-08-13,2002
8242,4501.0,Salary,2002-08-14,2002
108,-1267.0,Leisure,2002-08-14,2002
8926,9335.0,Tips,2002-08-15,2002
9345,-6122.0,Leisure,2002-08-18,2002
3516,-6852.0,Food,2002-08-18,2002
3961,4610.0,Salary,2002-08-19,2002
5381,-3451.0,Food,2002-08-19,2002
1953,5860.0,Other,2002-08-19,2002
3424,5100.0,Other,2002-08-19,2002
2228,9684.0,Salary,2002-08-20,2002
8401,5413.0,Salary,2002-08-20,2002
5854,-8748.0,Subscriptions,2002-08-20,2002
173,4263.0,Other,2002-08-21,2002
1272,9005.0,Tips,2002-08-21,2002
8428,-9612.0,Health Insurance,2002-08-22,2002
4805,1046.0,Other,2002-08-22,2002
9587,3614.0,Other,2002-08-22,2002
3340,-7179.0,Food,2002-08-23,2002
2306,-3550.0,Subscriptions,2002-08-24,2002
2821,-6477.0,Health Insurance,2002-08-24,2002
367,-9781.0,Health Insurance,2002-08-25,2002
6305,-9154.0,Leisure,2002-08-25,2002
5174,3078.0,Tips,2002-08-29,2002
4150,-8510.0,Health Insurance,2002-08-29,2002
8656,4808.0,Salary,2002-08-30,2002
9453,-8103.0,Health Insurance,2002-08-31,2002
2863,2048.0,Salary,2002-08-31,2002
431,-2427.0,Food,2002-08-31,2002
1364,3816.0,Other,2002-08-31,2002
3902,-6705.0,Health Insurance,2002-08-31,2002
9248,8257.0,Tips,2002-08-31,2002
2243,3845.0,Tips,2002-08-31,2002
9429,-9058.0,Investments,2002-09-02,2002
3309,9903.0,Salary,2002-09-02,2002
3512,-764.0,Investments,2002-09-02,2002
1511,4103.0,Salary,2002-09-03,2002
5810,-6064.0,Leisure,2002-09-03,2002
5788,685.0,Tips,2002-09-04,2002
937,-7572.0,Subscriptions,2002-09-05,2002
3306,9163.0,Other,2002-09-05,2002
1752,-3231.0,Subscriptions,2002-09-06,2002
3879,-9748.0,Investments,2002-09-06,2002
7123,1763.0,Tips,2002-09-08,2002
2637,6280.0,Other,2002-09-08,2002
5040,-9311.0,Investments,2002-09-09,2002
5923,6996.0,Salary,2002-09-10,2002
4226,-3706.0,Investments,2002-09-11,2002
7851,-5589.0,Subscriptions,2002-09-11,2002
5344,6027.0,Tips,2002-09-16,2002
6199,-5512.0,Leisure,2002-09-17,2002
2114,2444.0,Salary,2002-09-17,2002
2065,6275.0,Tips,2002-09-19,2002
6275,-509.0,Investments,2002-09-20,2002
9477,2805.0,Tips,2002-09-21,2002
5186,2324.0,Tips,2002-09-21,2002
555,-6286.0,Food,2002-09-21,2002
4006,444.0,Tips,2002-09-22,2002
4421,-8314.0,Leisure,2002-09-23,2002
7860,-8233.0,Groceries,2002-09-25,2002
9538,-3593.0,Investments,2002-09-26,2002
5109,-28.0,Leisure,2002-09-27,2002
765,318.0,Other,2002-09-27,2002
7395,-6374.0,Subscriptions,2002-09-29,2002
1455,-69.0,Leisure,2002-09-29,2002
2308,8519.0,Tips,2002-09-30,2002
4854,-2426.0,Subscriptions,2002-09-30,2002
8351,7570.0,Salary,2002-10-01,2002
2125,-4763.0,Subscriptions,2002-10-03,2002
3529,2357.0,Other,2002-10-07,2002
3878,4355.0,Tips,2002-10-10,2002
4119,5701.0,Tips,2002-10-10,2002
9714,4724.0,Salary,2002-10-10,2002
4790,948.0,Tips,2002-10-11,2002
4113,5269.0,Salary,2002-10-11,2002
2584,4190.0,Other,2002-10-11,2002
5422,-7832.0,Groceries,2002-10-13,2002
1293,-5633.0,Investments,2002-10-13,2002
940,-9437.0,Investments,2002-10-13,2002
8312,-9419.0,Health Insurance,2002-10-14,2002
2137,-4311.0,Health Insurance,2002-10-15,2002
5484,1913.0,Tips,2002-10-15,2002
1747,8516.0,Other,2002-10-15,2002
9502,-6277.0,Investments,2002-10-15,2002
2088,4164.0,Salary,2002-10-19,2002
5657,1318.0,Other,2002-10-20,2002
3723,-7920.0,Subscriptions,2002-10-20,2002
6810,-2327.0,Investments,2002-10-20,2002
5590,1741.0,Other,2002-10-20,2002
5512,1500.0,Tips,2002-10-20,2002
7091,-8373.0,Investments,2002-10-21,2002
3182,-7622.0,Leisure,2002-10-21,2002
3350,4724.0,Tips,2002-10-22,2002
2552,6775.0,Salary,2002-10-23,2002
7491,-3581.0,Leisure,2002-10-23,2002
4312,-2023.0,Food,2002-10-23,2002
6517,-908.0,Leisure,2002-10-24,2002
9605,9695.0,Salary,2002-10-26,2002
6616,3877.0,Other,2002-10-27,2002
1427,-5361.0,Leisure,2002-10-27,2002
8326,-2833.0,Leisure,2002-10-29,2002
3103,1330.0,Salary,2002-10-29,2002
1355,-5070.0,Leisure,2002-11-01,2002
8928,-8429.0,Groceries,2002-11-01,2002
9876,-7016.0,Subscriptions,2002-11-02,2002
8805,9010.0,Other,2002-11-02,2002
725,-3889.0,Food,2002-11-05,2002
5814,-4249.0,Investments,2002-11-06,2002
3797,-5564.0,Food,2002-11-06,2002
2269,-5184.0,Health Insurance,2002-11-07,2002
6123,-3740.0,Investments,2002-11-09,2002
9338,-1972.0,Food,2002-11-11,2002
3410,3368.0,Tips,2002-11-11,2002
5017,7462.0,Other,2002-11-11,2002
5781,-6150.0,Investments,2002-11-13,2002
391,4356.0,Salary,2002-11-13,2002
4242,-5051.0,Subscriptions,2002-11-14,2002
7804,-2667.0,Health Insurance,2002-11-15,2002
2948,-665.0,Leisure,2002-11-16,2002
7244,2998.0,Other,2002-11-16,2002
